Pointing,Gl,Gb,RA,Dec
MSGPS_S_0701,-61.53609221446383,0.6430259290004525,12:13:21.75,-61:53:52.68
MSGPS_S_0702,-61.68034149403833,0.8928730101786966,12:12:28.26,-61:37:45.94
MSGPS_S_0703,-61.53609221446383,1.1427200913569402,12:13:58.62,-61:24:13.06
MSGPS_S_0704,-61.24759365531482,-1.3557507204254986,12:13:16.91,-63:55:2.76
MSGPS_S_0705,-61.391842934889326,-1.1059036392472548,12:12:19.71,-63:38:55.86
MSGPS_S_0706,-61.24759365531482,-0.8560565580690108,12:13:56.45,-63:25:23.2
MSGPS_S_0707,-61.391842934889326,-0.6062094768907669,12:12:59.86,-63:09:17.27
MSGPS_S_0708,-61.24759365531482,-0.35636239571252304,12:14:34.66,-62:55:42.98
MSGPS_S_0709,-61.391842934889326,-0.1065153145342792,12:13:38.66,-62:39:38.01
MSGPS_S_0710,-61.24759365531482,0.14333176664396485,12:15:11.59,-62:26:2.14
MSGPS_S_0711,-61.391842934889326,0.3931788478222087,12:14:16.18,-62:09:58.09
MSGPS_S_0712,-61.24759365531482,0.6430259290004525,12:15:47.33,-61:56:20.71
MSGPS_S_0713,-61.391842934889326,0.8928730101786966,12:14:52.5,-61:40:17.57
MSGPS_S_0714,-61.24759365531482,1.1427200913569402,12:16:21.92,-61:26:38.72
MSGPS_S_0715,-60.95909509616582,-1.3557507204254986,12:15:52.85,-63:57:30.77
MSGPS_S_0716,-61.10334437574032,-1.1059036392472548,12:14:54.11,-63:41:27.71
MSGPS_S_0717,-60.95909509616582,-0.8560565580690108,12:16:29.78,-63:27:48.67
MSGPS_S_0718,-61.10334437574032,-0.6062094768907669,12:15:31.69,-63:11:46.55
MSGPS_S_0719,-60.95909509616582,-0.35636239571252304,12:17:5.45,-62:58:6.01
MSGPS_S_0720,-61.10334437574032,-0.1065153145342792,12:16:8.01,-62:42:4.79
MSGPS_S_0721,-60.95909509616582,0.14333176664396485,12:17:39.93,-62:28:22.79
MSGPS_S_0722,-61.10334437574032,0.3931788478222087,12:16:43.13,-62:12:22.47
MSGPS_S_0723,-60.95909509616582,0.6430259290004525,12:18:13.29,-61:58:39.07
MSGPS_S_0724,-61.10334437574032,0.8928730101786966,12:17:17.12,-61:42:39.61
MSGPS_S_0725,-60.95909509616582,1.1427200913569402,12:18:45.58,-61:28:54.85
MSGPS_S_0726,-60.67059653701681,-1.3557507204254986,12:18:29.24,-63:59:48.41
MSGPS_S_0727,-60.814845816591315,-1.1059036392472548,12:17:28.95,-63:43:49.31
MSGPS_S_0728,-60.67059653701681,-0.8560565580690108,12:19:3.52,-63:30:3.95
MSGPS_S_0729,-60.814845816591315,-0.6062094768907669,12:18:3.95,-63:14:5.74
MSGPS_S_0730,-60.67059653701681,-0.35636239571252304,12:19:36.64,-63:00:18.99
MSGPS_S_0731,-60.814845816591315,-0.1065153145342792,12:18:37.76,-62:44:21.65
MSGPS_S_0732,-60.67059653701681,0.14333176664396485,12:20:8.65,-62:30:33.57
MSGPS_S_0733,-60.814845816591315,0.3931788478222087,12:19:10.46,-62:14:37.07
MSGPS_S_0734,-60.67059653701681,0.6430259290004525,12:20:39.61,-62:00:47.7
MSGPS_S_0735,-60.814845816591315,0.8928730101786966,12:19:42.09,-61:44:52.02
MSGPS_S_0736,-60.67059653701681,1.1427200913569402,12:21:9.57,-61:31:1.41
MSGPS_S_0737,-60.382097977867815,-1.3557507204254986,12:21:6.04,-64:01:55.63
MSGPS_S_0738,-60.52634725744232,-1.1059036392472548,12:20:4.21,-63:46:0.59
MSGPS_S_0739,-60.382097977867815,-0.8560565580690108,12:21:37.65,-63:32:8.97
MSGPS_S_0740,-60.52634725744232,-0.6062094768907669,12:20:36.59,-63:16:14.78
MSGPS_S_0741,-60.382097977867815,-0.35636239571252304,12:22:8.19,-63:02:21.9
MSGPS_S_0742,-60.52634725744232,-0.1065153145342792,12:21:7.88,-62:46:28.52
MSGPS_S_0743,-60.382097977867815,0.14333176664396485,12:22:37.71,-62:32:34.42
MSGPS_S_0744,-60.52634725744232,0.3931788478222087,12:21:38.14,-62:16:41.85
MSGPS_S_0745,-60.382097977867815,0.6430259290004525,12:23:6.25,-62:02:46.57
MSGPS_S_0746,-60.52634725744232,0.8928730101786966,12:22:7.41,-61:46:54.77
MSGPS_S_0747,-60.382097977867815,1.1427200913569402,12:23:33.88,-61:32:58.37
MSGPS_S_0748,-60.09359941871881,-1.3557507204254986,12:23:43.21,-64:03:52.39
MSGPS_S_0749,-60.23784869829331,-1.1059036392472548,12:22:39.85,-63:48:1.53
MSGPS_S_0750,-60.09359941871881,-0.8560565580690108,12:24:12.15,-63:34:3.72
MSGPS_S_0751,-60.23784869829331,-0.6062094768907669,12:23:9.6,-63:18:13.64
MSGPS_S_0752,-60.09359941871881,-0.35636239571252304,12:24:40.09,-63:04:14.69
MSGPS_S_0753,-60.23784869829331,-0.1065153145342792,12:23:38.35,-62:48:25.39
MSGPS_S_0754,-60.09359941871881,0.14333176664396485,12:25:7.09,-62:34:25.33
MSGPS_S_0755,-60.23784869829331,0.3931788478222087,12:24:6.14,-62:18:36.77
MSGPS_S_0756,-60.09359941871881,0.6430259290004525,12:25:33.21,-62:04:35.66
MSGPS_S_0757,-60.23784869829331,0.8928730101786966,12:24:33.03,-61:48:47.83
MSGPS_S_0758,-60.09359941871881,1.1427200913569402,12:25:58.49,-61:34:45.68
MSGPS_S_0759,-59.80510085956981,-1.3557507204254986,12:26:20.73,-64:05:38.66
MSGPS_S_0760,-59.949350139144315,-1.1059036392472548,12:25:15.84,-63:49:52.07
MSGPS_S_0761,-59.80510085956981,-0.8560565580690108,12:26:46.96,-63:35:48.14
MSGPS_S_0762,-59.949350139144315,-0.6062094768907669,12:25:42.95,-63:20:2.29
MSGPS_S_0763,-59.80510085956981,-0.35636239571252304,12:27:12.3,-63:05:57.33
MSGPS_S_0764,-59.949350139144315,-0.1065153145342792,12:26:9.14,-62:50:12.2
MSGPS_S_0765,-59.80510085956981,0.14333176664396485,12:27:36.78,-62:36:6.25
MSGPS_S_0766,-59.949350139144315,0.3931788478222087,12:26:34.45,-62:20:21.81
MSGPS_S_0767,-59.80510085956981,0.6430259290004525,12:28:0.45,-62:06:14.91
MSGPS_S_0768,-59.949350139144315,0.8928730101786966,12:26:58.94,-61:50:31.15
MSGPS_S_0769,-59.80510085956981,1.1427200913569402,12:28:23.36,-61:36:23.33
MSGPS_S_0770,-59.51660230042081,-1.3557507204254986,12:28:58.57,-64:07:14.38
MSGPS_S_0771,-59.66085157999531,-1.1059036392472548,12:27:52.16,-63:51:32.19
MSGPS_S_0772,-59.51660230042081,-0.8560565580690108,12:29:22.08,-63:37:22.2
MSGPS_S_0773,-59.66085157999531,-0.6062094768907669,12:28:16.6,-63:21:40.68
MSGPS_S_0774,-59.51660230042081,-0.35636239571252304,12:29:44.79,-63:07:29.79
MSGPS_S_0775,-59.66085157999531,-0.1065153145342792,12:28:40.21,-62:51:48.93
MSGPS_S_0776,-59.51660230042081,0.14333176664396485,12:30:6.73,-62:37:37.16
MSGPS_S_0777,-59.66085157999531,0.3931788478222087,12:29:3.03,-62:21:56.93
MSGPS_S_0778,-59.51660230042081,0.6430259290004525,12:30:27.94,-62:07:44.32
MSGPS_S_0779,-59.66085157999531,0.8928730101786966,12:29:25.11,-61:52:4.71
MSGPS_S_0780,-59.51660230042081,1.1427200913569402,12:30:48.47,-61:37:51.28
MSGPS_S_0781,-59.2281037412718,-1.3557507204254986,12:31:36.69,-64:08:39.54
MSGPS_S_0782,-59.372353020846305,-1.1059036392472548,12:30:28.77,-63:53:1.84
MSGPS_S_0783,-59.2281037412718,-0.8560565580690108,12:31:57.47,-63:38:45.88
MSGPS_S_0784,-59.372353020846305,-0.6062094768907669,12:30:50.53,-63:23:8.79
MSGPS_S_0785,-59.2281037412718,-0.35636239571252304,12:32:17.53,-63:08:52.03
MSGPS_S_0786,-59.372353020846305,-0.1065153145342792,12:31:11.55,-62:53:15.54
MSGPS_S_0787,-59.2281037412718,0.14333176664396485,12:32:36.92,-62:38:58.02
MSGPS_S_0788,-59.372353020846305,0.3931788478222087,12:31:31.87,-62:23:22.1
MSGPS_S_0789,-59.2281037412718,0.6430259290004525,12:32:55.66,-62:09:3.84
MSGPS_S_0790,-59.372353020846305,0.8928730101786966,12:31:51.52,-61:53:28.48
MSGPS_S_0791,-59.2281037412718,1.1427200913569402,12:33:13.8,-61:39:9.51
MSGPS_S_0792,-58.9396051821228,-1.3557507204254986,12:34:15.07,-64:09:54.1
MSGPS_S_0793,-59.0838544616973,-1.1059036392472548,12:33:5.64,-63:54:21.0
MSGPS_S_0794,-58.9396051821228,-0.8560565580690108,12:34:33.1,-63:39:59.14
MSGPS_S_0795,-59.0838544616973,-0.6062094768907669,12:33:24.71,-63:24:26.58
MSGPS_S_0796,-58.9396051821228,-0.35636239571252304,12:34:50.51,-63:10:4.04
MSGPS_S_0797,-59.0838544616973,-0.1065153145342792,12:33:43.12,-62:54:32.01
MSGPS_S_0798,-58.9396051821228,0.14333176664396485,12:35:7.33,-62:40:8.81
MSGPS_S_0799,-59.0838544616973,0.3931788478222087,12:34:0.92,-62:24:37.3
MSGPS_S_0800,-58.9396051821228,0.6430259290004525,12:35:23.59,-62:10:13.46
MSGPS_S_0801,-59.0838544616973,0.8928730101786966,12:34:18.14,-61:54:42.44
MSGPS_S_0802,-58.9396051821228,1.1427200913569402,12:35:39.32,-61:40:17.99
MSGPS_S_0803,-58.6511066229738,-1.3557507204254986,12:36:53.66,-64:10:58.04
MSGPS_S_0804,-58.7953559025483,-1.1059036392472548,12:35:42.74,-63:55:29.64
MSGPS_S_0805,-58.6511066229738,-0.8560565580690108,12:37:8.93,-63:41:1.96
MSGPS_S_0806,-58.7953559025483,-0.6062094768907669,12:35:59.1,-63:25:34.04
MSGPS_S_0807,-58.6511066229738,-0.35636239571252304,12:37:23.67,-63:11:5.78
MSGPS_S_0808,-58.7953559025483,-0.1065153145342792,12:36:14.9,-62:55:38.32
MSGPS_S_0809,-58.6511066229738,0.14333176664396485,12:37:37.92,-62:41:9.51
MSGPS_S_0810,-58.7953559025483,0.3931788478222087,12:36:30.17,-62:25:42.5
MSGPS_S_0811,-58.6511066229738,0.6430259290004525,12:37:51.69,-62:11:13.15
MSGPS_S_0812,-58.7953559025483,0.8928730101786966,12:36:44.94,-61:55:46.57
MSGPS_S_0813,-58.6511066229738,1.1427200913569402,12:38:5.01,-61:41:16.71
MSGPS_S_0814,-58.362608063824794,-1.3557507204254986,12:39:32.44,-64:11:51.33
MSGPS_S_0815,-58.5068573433993,-1.1059036392472548,12:38:20.03,-63:56:27.74
MSGPS_S_0816,-58.362608063824794,-0.8560565580690108,12:39:44.94,-63:41:54.32
MSGPS_S_0817,-58.5068573433993,-0.6062094768907669,12:38:33.68,-63:26:31.13
MSGPS_S_0818,-58.362608063824794,-0.35636239571252304,12:39:57.01,-63:11:57.24
MSGPS_S_0819,-58.5068573433993,-0.1065153145342792,12:38:46.85,-62:56:34.44
MSGPS_S_0820,-58.362608063824794,0.14333176664396485,12:40:8.67,-62:42:0.1
MSGPS_S_0821,-58.5068573433993,0.3931788478222087,12:38:59.59,-62:26:37.68
MSGPS_S_0822,-58.362608063824794,0.6430259290004525,12:40:19.94,-62:12:2.9
MSGPS_S_0823,-58.5068573433993,0.8928730101786966,12:39:11.9,-61:56:40.84
MSGPS_S_0824,-58.362608063824794,1.1427200913569402,12:40:30.85,-61:42:5.65
MSGPS_S_0825,-58.074109504675796,-1.3557507204254986,12:42:11.36,-64:12:33.96
MSGPS_S_0826,-58.2183587842503,-1.1059036392472548,12:40:57.49,-63:57:15.28
MSGPS_S_0827,-58.074109504675796,-0.8560565580690108,12:42:21.09,-63:42:36.2
MSGPS_S_0828,-58.2183587842503,-0.6062094768907669,12:41:8.41,-63:27:17.84
MSGPS_S_0829,-58.074109504675796,-0.35636239571252304,12:42:30.48,-63:12:38.4
MSGPS_S_0830,-58.2183587842503,-0.1065153145342792,12:41:18.95,-62:57:20.36
MSGPS_S_0831,-58.074109504675796,0.14333176664396485,12:42:39.55,-62:42:40.56
MSGPS_S_0832,-58.2183587842503,0.3931788478222087,12:41:29.14,-62:27:22.83
MSGPS_S_0833,-58.074109504675796,0.6430259290004525,12:42:48.31,-62:12:42.69
MSGPS_S_0834,-58.2183587842503,0.8928730101786966,12:41:39.0,-61:57:25.25
MSGPS_S_0835,-58.074109504675796,1.1427200913569402,12:42:56.79,-61:42:44.79
MSGPS_S_0836,-57.78561094552679,-1.3557507204254986,12:44:50.41,-64:13:5.91
MSGPS_S_0837,-57.929860225101294,-1.1059036392472548,12:43:35.08,-63:57:52.24
MSGPS_S_0838,-57.78561094552679,-0.8560565580690108,12:44:57.35,-63:43:7.59
MSGPS_S_0839,-57.929860225101294,-0.6062094768907669,12:43:43.27,-63:27:54.16
MSGPS_S_0840,-57.78561094552679,-0.35636239571252304,12:45:4.05,-63:13:9.25
MSGPS_S_0841,-57.929860225101294,-0.1065153145342792,12:43:51.17,-62:57:56.06
MSGPS_S_0842,-57.78561094552679,0.14333176664396485,12:45:10.52,-62:43:10.89
MSGPS_S_0843,-57.929860225101294,0.3931788478222087,12:43:58.81,-62:27:57.93
MSGPS_S_0844,-57.78561094552679,0.6430259290004525,12:45:16.78,-62:13:12.51
MSGPS_S_0845,-57.929860225101294,0.8928730101786966,12:44:6.2,-61:57:59.77
MSGPS_S_0846,-57.78561094552679,1.1427200913569402,12:45:22.83,-61:43:14.12
MSGPS_S_0847,-57.497112386377786,-1.3557507204254986,12:47:29.54,-64:13:27.17
MSGPS_S_0848,-57.64136166595229,-1.1059036392472548,12:46:12.77,-63:58:18.61
MSGPS_S_0849,-57.497112386377786,-0.8560565580690108,12:47:33.7,-63:43:28.47
MSGPS_S_0850,-57.64136166595229,-0.6062094768907669,12:46:18.22,-63:28:20.08
MSGPS_S_0851,-57.497112386377786,-0.35636239571252304,12:47:37.7,-63:13:29.78
MSGPS_S_0852,-57.64136166595229,-0.1065153145342792,12:46:23.48,-62:58:21.53
MSGPS_S_0853,-57.497112386377786,0.14333176664396485,12:47:41.57,-62:43:31.07
MSGPS_S_0854,-57.64136166595229,0.3931788478222087,12:46:28.56,-62:28:22.97
MSGPS_S_0855,-57.497112386377786,0.6430259290004525,12:47:45.32,-62:13:32.36
MSGPS_S_0856,-57.64136166595229,0.8928730101786966,12:46:33.48,-61:58:24.4
MSGPS_S_0857,-57.497112386377786,1.1427200913569402,12:47:48.94,-61:43:33.64
MSGPS_S_0858,-57.20861382722878,-1.3557507204254986,12:50:8.73,-64:13:37.73
MSGPS_S_0859,-57.352863106803284,-1.1059036392472548,12:48:50.52,-63:58:34.38
MSGPS_S_0860,-57.20861382722878,-0.8560565580690108,12:50:10.09,-63:43:38.85
MSGPS_S_0861,-57.352863106803284,-0.6062094768907669,12:48:53.23,-63:28:35.57
MSGPS_S_0862,-57.20861382722878,-0.35636239571252304,12:50:11.4,-63:13:39.97
MSGPS_S_0863,-57.352863106803284,-0.1065153145342792,12:48:55.84,-62:58:36.76
MSGPS_S_0864,-57.20861382722878,0.14333176664396485,12:50:12.67,-62:43:41.1
MSGPS_S_0865,-57.352863106803284,0.3931788478222087,12:48:58.37,-62:28:37.94
MSGPS_S_0866,-57.20861382722878,0.6430259290004525,12:50:13.89,-62:13:42.22
MSGPS_S_0867,-57.352863106803284,0.8928730101786966,12:49:0.81,-61:58:39.13
MSGPS_S_0868,-57.20861382722878,1.1427200913569402,12:50:15.08,-61:43:43.34
MSGPS_S_0869,-56.920115268079776,-1.3557507204254986,12:52:47.93,-64:13:37.59
MSGPS_S_0870,-57.06436454765428,-1.1059036392472548,12:51:28.31,-63:58:39.55
MSGPS_S_0871,-56.920115268079776,-0.8560565580690108,12:52:46.49,-63:43:38.72
MSGPS_S_0872,-57.06436454765428,-0.6062094768907669,12:51:28.27,-63:28:40.65
MSGPS_S_0873,-56.920115268079776,-0.35636239571252304,12:52:45.11,-63:13:39.84
MSGPS_S_0874,-57.06436454765428,-0.1065153145342792,12:51:28.24,-62:58:41.75
MSGPS_S_0875,-56.920115268079776,0.14333176664396485,12:52:43.78,-62:43:40.97
MSGPS_S_0876,-57.06436454765428,0.3931788478222087,12:51:28.21,-62:28:42.85
MSGPS_S_0877,-56.920115268079776,0.6430259290004525,12:52:42.49,-62:13:42.09
MSGPS_S_0878,-57.06436454765428,0.8928730101786966,12:51:28.17,-61:58:43.95
MSGPS_S_0879,-56.920115268079776,1.1427200913569402,12:52:41.24,-61:43:43.21
MSGPS_S_0880,-56.63161670893078,-1.3557507204254986,12:55:27.11,-64:13:26.75
MSGPS_S_0881,-56.77586598850528,-1.1059036392472548,12:54:6.09,-63:58:34.11
MSGPS_S_0882,-56.63161670893078,-0.8560565580690108,12:55:22.88,-63:43:28.07
MSGPS_S_0883,-56.77586598850528,-0.6062094768907669,12:54:3.32,-63:28:35.3
MSGPS_S_0884,-56.63161670893078,-0.35636239571252304,12:55:18.81,-63:13:29.38
MSGPS_S_0885,-56.77586598850528,-0.1065153145342792,12:54:0.63,-62:58:36.5
MSGPS_S_0886,-56.63161670893078,0.14333176664396485,12:55:14.87,-62:43:30.68
MSGPS_S_0887,-56.77586598850528,0.3931788478222087,12:53:58.04,-62:28:37.69
MSGPS_S_0888,-56.63161670893078,0.6430259290004525,12:55:11.06,-62:13:31.97
MSGPS_S_0889,-56.77586598850528,0.8928730101786966,12:53:55.53,-61:58:38.87
MSGPS_S_0890,-56.63161670893078,1.1427200913569402,12:55:7.38,-61:43:33.26
MSGPS_S_0891,-56.34311814978178,-1.3557507204254986,12:58:6.24,-64:13:5.22
MSGPS_S_0892,-56.48736742935628,-1.1059036392472548,12:56:43.85,-63:58:18.06
MSGPS_S_0893,-56.34311814978178,-0.8560565580690108,12:57:59.23,-63:43:6.91
MSGPS_S_0894,-56.48736742935628,-0.6062094768907669,12:56:38.33,-63:28:19.54
MSGPS_S_0895,-56.34311814978178,-0.35636239571252304,12:57:52.46,-63:13:8.58
MSGPS_S_0896,-56.48736742935628,-0.1065153145342792,12:56:33.0,-62:58:21.0
MSGPS_S_0897,-56.34311814978178,0.14333176664396485,12:57:45.92,-62:43:10.24
MSGPS_S_0898,-56.48736742935628,0.3931788478222087,12:56:27.85,-62:28:22.45
MSGPS_S_0899,-56.34311814978178,0.6430259290004525,12:57:39.6,-62:13:11.87
MSGPS_S_0900,-56.48736742935628,0.8928730101786966,12:56:22.87,-61:58:23.89
MSGPS_S_0901,-56.34311814978178,1.1427200913569402,12:57:33.48,-61:43:13.49
MSGPS_S_0902,-56.054619590632775,-1.3557507204254986,13:00:45.28,-64:12:32.99
MSGPS_S_0903,-56.19886887020728,-1.1059036392472548,12:59:21.53,-63:57:51.42
MSGPS_S_0904,-56.054619590632775,-0.8560565580690108,13:00:35.49,-63:42:35.25
MSGPS_S_0905,-56.19886887020728,-0.6062094768907669,12:59:13.28,-63:27:53.36
MSGPS_S_0906,-56.054619590632775,-0.35636239571252304,13:00:26.03,-63:12:37.47
MSGPS_S_0907,-56.19886887020728,-0.1065153145342792,12:59:5.3,-62:57:55.27
MSGPS_S_0908,-56.054619590632775,0.14333176664396485,13:00:16.9,-62:42:39.65
MSGPS_S_0909,-56.19886887020728,0.3931788478222087,12:58:57.6,-62:27:57.15
MSGPS_S_0910,-56.054619590632775,0.6430259290004525,13:00:8.06,-62:12:41.79
MSGPS_S_0911,-56.19886887020728,0.8928730101786966,12:58:50.14,-61:57:59.0
MSGPS_S_0912,-56.054619590632775,1.1427200913569402,12:59:59.52,-61:42:43.9
MSGPS_S_0913,-55.76612103148377,-1.3557507204254986,13:03:24.21,-64:11:50.09
MSGPS_S_0914,-55.91037031105827,-1.1059036392472548,13:01:59.12,-63:57:14.19
MSGPS_S_0915,-55.76612103148377,-0.8560565580690108,13:03:11.64,-63:41:53.1
MSGPS_S_0916,-55.91037031105827,-0.6062094768907669,13:01:48.13,-63:27:16.77
MSGPS_S_0917,-55.76612103148377,-0.35636239571252304,13:02:59.5,-63:11:56.04
MSGPS_S_0918,-55.91037031105827,-0.1065153145342792,13:01:37.52,-62:57:19.3
MSGPS_S_0919,-55.76612103148377,0.14333176664396485,13:02:47.77,-62:41:58.92
MSGPS_S_0920,-55.91037031105827,0.3931788478222087,13:01:27.26,-62:27:21.79
MSGPS_S_0921,-55.76612103148377,0.6430259290004525,13:02:36.43,-62:12:1.74
MSGPS_S_0922,-55.91037031105827,0.8928730101786966,13:01:17.34,-61:57:24.23
MSGPS_S_0923,-55.76612103148377,1.1427200913569402,13:02:25.46,-61:42:4.51
MSGPS_S_0924,-55.477622472334765,-1.3557507204254986,13:06:2.98,-64:10:56.52
MSGPS_S_0925,-55.62187175190927,-1.1059036392472548,13:04:36.57,-63:56:26.38
MSGPS_S_0926,-55.477622472334765,-0.8560565580690108,13:05:47.64,-63:41:0.47
MSGPS_S_0927,-55.62187175190927,-0.6062094768907669,13:04:22.86,-63:26:29.79
MSGPS_S_0928,-55.477622472334765,-0.35636239571252304,13:05:32.83,-63:11:4.32
MSGPS_S_0929,-55.62187175190927,-0.1065153145342792,13:04:9.62,-62:56:33.12
MSGPS_S_0930,-55.477622472334765,0.14333176664396485,13:05:18.52,-62:41:8.07
MSGPS_S_0931,-55.62187175190927,0.3931788478222087,13:03:56.82,-62:26:36.38
MSGPS_S_0932,-55.477622472334765,0.6430259290004525,13:05:4.68,-62:11:11.74
MSGPS_S_0933,-55.62187175190927,0.8928730101786966,13:03:44.43,-61:56:39.57
MSGPS_S_0934,-55.477622472334765,1.1427200913569402,13:04:51.29,-61:41:15.32
MSGPS_S_0935,-55.18912391318576,-1.3557507204254986,13:08:41.57,-64:09:52.31
MSGPS_S_0936,-55.33337319276026,-1.1059036392472548,13:07:13.86,-63:55:28.0
MSGPS_S_0937,-55.18912391318576,-0.8560565580690108,13:08:23.47,-63:39:57.38
MSGPS_S_0938,-55.33337319276026,-0.6062094768907669,13:06:57.43,-63:25:32.43
MSGPS_S_0939,-55.18912391318576,-0.35636239571252304,13:08:5.99,-63:10:2.31
MSGPS_S_0940,-55.33337319276026,-0.1065153145342792,13:06:41.56,-62:55:36.74
MSGPS_S_0941,-55.18912391318576,0.14333176664396485,13:07:49.1,-62:40:7.11
MSGPS_S_0942,-55.33337319276026,0.3931788478222087,13:06:26.23,-62:25:40.94
MSGPS_S_0943,-55.18912391318576,0.6430259290004525,13:07:32.78,-62:10:11.79
MSGPS_S_0944,-55.33337319276026,0.8928730101786966,13:06:11.39,-61:55:45.04
MSGPS_S_0945,-55.18912391318576,1.1427200913569402,13:07:16.98,-61:40:16.35
MSGPS_S_0946,-54.90062535403676,-1.3557507204254986,13:11:19.94,-64:08:37.48
MSGPS_S_0947,-55.044874633611265,-1.1059036392472548,13:09:50.96,-63:54:19.09
MSGPS_S_0948,-54.90062535403676,-0.8560565580690108,13:10:59.09,-63:38:43.85
MSGPS_S_0949,-55.044874633611265,-0.6062094768907669,13:09:31.82,-63:24:24.71
MSGPS_S_0950,-54.90062535403676,-0.35636239571252304,13:10:38.96,-63:08:50.04
MSGPS_S_0951,-55.044874633611265,-0.1065153145342792,13:09:13.34,-62:54:30.17
MSGPS_S_0952,-54.90062535403676,0.14333176664396485,13:10:19.5,-62:38:56.06
MSGPS_S_0953,-55.044874633611265,0.3931788478222087,13:08:55.47,-62:24:35.48
MSGPS_S_0954,-54.90062535403676,0.6430259290004525,13:10:0.7,-62:09:1.91
MSGPS_S_0955,-55.044874633611265,0.8928730101786966,13:08:38.19,-61:54:40.66
MSGPS_S_0956,-54.90062535403676,1.1427200913569402,13:09:42.5,-61:39:7.62
MSGPS_S_0957,-54.61212679488776,-1.3557507204254986,13:13:58.05,-64:07:12.05
MSGPS_S_0958,-54.75637607446226,-1.1059036392472548,13:12:27.82,-63:52:59.66
MSGPS_S_0959,-54.61212679488776,-0.8560565580690108,13:13:34.47,-63:37:19.91
MSGPS_S_0960,-54.75637607446226,-0.6062094768907669,13:12:5.99,-63:23:6.65
MSGPS_S_0961,-54.61212679488776,-0.35636239571252304,13:13:11.7,-63:07:27.53
MSGPS_S_0962,-54.75637607446226,-0.1065153145342792,13:11:44.9,-62:53:13.43
MSGPS_S_0963,-54.61212679488776,0.14333176664396485,13:12:49.69,-62:37:34.94
MSGPS_S_0964,-54.75637607446226,0.3931788478222087,13:11:24.52,-62:23:20.03
MSGPS_S_0965,-54.61212679488776,0.6430259290004525,13:12:28.41,-62:07:42.14
MSGPS_S_0966,-54.75637607446226,0.8928730101786966,13:11:4.81,-61:53:26.45
MSGPS_S_0967,-54.61212679488776,1.1427200913569402,13:12:7.82,-61:37:49.14
MSGPS_S_0968,-54.32362823573876,-1.3557507204254986,13:16:35.88,-64:05:36.05
MSGPS_S_0969,-54.46787751531326,-1.1059036392472548,13:15:4.42,-63:51:29.74
MSGPS_S_0970,-54.32362823573876,-0.8560565580690108,13:16:9.58,-63:35:45.58
MSGPS_S_0971,-54.46787751531326,-0.6062094768907669,13:14:39.91,-63:21:38.28
MSGPS_S_0972,-54.32362823573876,-0.35636239571252304,13:15:44.18,-63:05:54.81
MSGPS_S_0973,-54.46787751531326,-0.1065153145342792,13:14:16.23,-62:51:46.56
MSGPS_S_0974,-54.32362823573876,0.14333176664396485,13:15:19.64,-62:36:3.78
MSGPS_S_0975,-54.46787751531326,0.3931788478222087,13:13:53.35,-62:21:54.61
MSGPS_S_0976,-54.32362823573876,0.6430259290004525,13:14:55.9,-62:06:12.48
MSGPS_S_0977,-54.46787751531326,0.8928730101786966,13:13:31.21,-61:52:2.42
MSGPS_S_0978,-54.32362823573876,1.1427200913569402,13:14:32.93,-61:36:20.94
MSGPS_S_0979,-54.035129676589754,-1.3557507204254986,13:19:13.4,-64:03:49.52
MSGPS_S_0980,-54.17937895616426,-1.1059036392472548,13:17:40.73,-63:49:49.35
MSGPS_S_0981,-54.035129676589754,-0.8560565580690108,13:18:44.39,-63:34:0.89
MSGPS_S_0982,-54.17937895616426,-0.6062094768907669,13:17:13.56,-63:19:59.62
MSGPS_S_0983,-54.035129676589754,-0.35636239571252304,13:18:16.38,-63:04:11.91
MSGPS_S_0984,-54.17937895616426,-0.1065153145342792,13:16:47.3,-62:50:9.57
MSGPS_S_0985,-54.035129676589754,0.14333176664396485,13:17:49.31,-62:34:22.6
MSGPS_S_0986,-54.17937895616426,0.3931788478222087,13:16:21.93,-62:20:19.23
MSGPS_S_0987,-54.035129676589754,0.6430259290004525,13:17:23.13,-62:04:32.97
MSGPS_S_0988,-54.17937895616426,0.8928730101786966,13:15:57.37,-61:50:28.61
MSGPS_S_0989,-54.035129676589754,1.1427200913569402,13:16:57.79,-61:34:43.04
MSGPS_S_0990,-53.74663111744075,-1.3557507204254986,13:21:50.56,-64:01:52.48
MSGPS_S_0991,-53.89088039701525,-1.1059036392472548,13:20:16.72,-63:47:58.54
MSGPS_S_0992,-53.74663111744075,-0.8560565580690108,13:21:18.87,-63:32:5.88
MSGPS_S_0993,-53.89088039701525,-0.6062094768907669,13:19:46.89,-63:18:10.71
MSGPS_S_0994,-53.74663111744075,-0.35636239571252304,13:20:48.27,-63:02:18.86
MSGPS_S_0995,-53.89088039701525,-0.1065153145342792,13:19:18.08,-62:48:22.5
MSGPS_S_0996,-53.74663111744075,0.14333176664396485,13:20:18.69,-62:32:31.43
MSGPS_S_0997,-53.89088039701525,0.3931788478222087,13:18:50.23,-62:18:33.94
MSGPS_S_0998,-53.74663111744075,0.6430259290004525,13:19:50.08,-62:02:43.63
MSGPS_S_0999,-53.89088039701525,0.8928730101786966,13:18:23.28,-61:48:45.04
MSGPS_S_1000,-53.74663111744075,1.1427200913569402,13:19:22.39,-61:32:55.48
