Pointing,Gl,Gb,RA,Dec
MSGPS_S_2001,-27.4932622348815,1.1427200913569402,16:11:23.31,-49:53:16.54
MSGPS_S_2002,-27.204763675732494,-1.3557507204254986,16:23:41.19,-51:28:45.81
MSGPS_S_2003,-27.349012955306996,-1.1059036392472548,16:21:53.8,-51:24:20.22
MSGPS_S_2004,-27.204763675732494,-0.8560565580690108,16:21:25.22,-51:07:36.91
MSGPS_S_2005,-27.349012955306996,-0.6062094768907669,16:19:38.87,-51:03:3.66
MSGPS_S_2006,-27.204763675732494,-0.35636239571252304,16:19:11.31,-50:46:18.3
MSGPS_S_2007,-27.349012955306996,-0.1065153145342792,16:17:25.99,-50:41:37.55
MSGPS_S_2008,-27.204763675732494,0.14333176664396485,16:16:59.44,-50:24:50.26
MSGPS_S_2009,-27.349012955306996,0.3931788478222087,16:15:15.13,-50:20:2.13
MSGPS_S_2010,-27.204763675732494,0.6430259290004525,16:14:49.54,-50:03:13.04
MSGPS_S_2011,-27.349012955306996,0.8928730101786966,16:13:6.25,-49:58:17.68
MSGPS_S_2012,-27.204763675732494,1.1427200913569402,16:12:41.59,-49:41:26.89
MSGPS_S_2013,-26.91626511658349,-1.3557507204254986,16:24:58.94,-51:16:25.43
MSGPS_S_2014,-27.06051439615799,-1.1059036392472548,16:23:11.91,-51:12:4.17
MSGPS_S_2015,-26.91626511658349,-0.8560565580690108,16:22:42.99,-50:55:22.04
MSGPS_S_2016,-27.06051439615799,-0.6062094768907669,16:20:56.98,-50:50:53.14
MSGPS_S_2017,-26.91626511658349,-0.35636239571252304,16:20:29.09,-50:34:8.93
MSGPS_S_2018,-27.06051439615799,-0.1065153145342792,16:18:44.09,-50:29:32.53
MSGPS_S_2019,-26.91626511658349,0.14333176664396485,16:18:17.19,-50:12:46.36
MSGPS_S_2020,-27.06051439615799,0.3931788478222087,16:16:33.19,-50:08:2.61
MSGPS_S_2021,-26.91626511658349,0.6430259290004525,16:16:7.25,-49:51:14.6
MSGPS_S_2022,-27.06051439615799,0.8928730101786966,16:14:24.24,-49:46:23.62
MSGPS_S_2023,-26.91626511658349,1.1427200913569402,16:13:59.23,-49:29:33.9
MSGPS_S_2024,-26.62776655743449,-1.3557507204254986,16:26:16.0,-51:04:1.95
MSGPS_S_2025,-26.772015837008993,-1.1059036392472548,16:24:29.33,-50:59:44.98
MSGPS_S_2026,-26.62776655743449,-0.8560565580690108,16:24:0.09,-50:43:4.02
MSGPS_S_2027,-26.772015837008993,-0.6062094768907669,16:22:14.42,-50:38:39.43
MSGPS_S_2028,-26.62776655743449,-0.35636239571252304,16:21:46.19,-50:21:56.36
MSGPS_S_2029,-26.772015837008993,-0.1065153145342792,16:20:1.52,-50:17:24.29
MSGPS_S_2030,-26.62776655743449,0.14333176664396485,16:19:34.28,-50:00:39.24
MSGPS_S_2031,-26.772015837008993,0.3931788478222087,16:17:50.59,-49:55:59.81
MSGPS_S_2032,-26.62776655743449,0.6430259290004525,16:17:24.31,-49:39:12.91
MSGPS_S_2033,-26.772015837008993,0.8928730101786966,16:15:41.6,-49:34:26.27
MSGPS_S_2034,-26.62776655743449,1.1427200913569402,16:15:16.24,-49:17:37.61
MSGPS_S_2035,-26.339267998285486,-1.3557507204254986,16:27:32.39,-50:51:35.42
MSGPS_S_2036,-26.48351727785999,-1.1059036392472548,16:25:46.08,-50:47:22.69
MSGPS_S_2037,-26.339267998285486,-0.8560565580690108,16:25:16.52,-50:30:42.91
MSGPS_S_2038,-26.48351727785999,-0.6062094768907669,16:23:31.19,-50:26:22.58
MSGPS_S_2039,-26.339267998285486,-0.35636239571252304,16:23:2.64,-50:09:40.66
MSGPS_S_2040,-26.48351727785999,-0.1065153145342792,16:21:18.3,-50:05:12.86
MSGPS_S_2041,-26.339267998285486,0.14333176664396485,16:20:50.73,-49:48:28.94
MSGPS_S_2042,-26.48351727785999,0.3931788478222087,16:19:7.35,-49:43:53.8
MSGPS_S_2043,-26.339267998285486,0.6430259290004525,16:18:40.73,-49:27:8.0
MSGPS_S_2044,-26.48351727785999,0.8928730101786966,16:16:58.32,-49:22:25.66
MSGPS_S_2045,-26.339267998285486,1.1427200913569402,16:16:32.61,-49:05:38.08
MSGPS_S_2046,-26.05076943913648,-1.3557507204254986,16:28:48.1,-50:39:5.88
MSGPS_S_2047,-26.195018718710983,-1.1059036392472548,16:27:2.16,-50:34:57.35
MSGPS_S_2048,-26.05076943913648,-0.8560565580690108,16:26:32.29,-50:18:18.75
MSGPS_S_2049,-26.195018718710983,-0.6062094768907669,16:24:47.31,-50:14:2.63
MSGPS_S_2050,-26.05076943913648,-0.35636239571252304,16:24:18.44,-49:57:21.88
MSGPS_S_2051,-26.195018718710983,-0.1065153145342792,16:22:34.43,-49:52:58.3
MSGPS_S_2052,-26.05076943913648,0.14333176664396485,16:22:6.53,-49:36:15.52
MSGPS_S_2053,-26.195018718710983,0.3931788478222087,16:20:23.47,-49:31:44.62
MSGPS_S_2054,-26.05076943913648,0.6430259290004525,16:19:56.52,-49:14:59.93
MSGPS_S_2055,-26.195018718710983,0.8928730101786966,16:18:14.4,-49:10:21.84
MSGPS_S_2056,-26.05076943913648,1.1427200913569402,16:17:48.37,-48:53:35.35
MSGPS_S_2057,-25.762270879987476,-1.3557507204254986,16:30:3.16,-50:26:33.38
MSGPS_S_2058,-25.90652015956198,-1.1059036392472548,16:28:17.57,-50:22:29.0
MSGPS_S_2059,-25.762270879987476,-0.8560565580690108,16:27:47.41,-50:05:51.59
MSGPS_S_2060,-25.90652015956198,-0.6062094768907669,16:26:2.77,-50:01:39.64
MSGPS_S_2061,-25.762270879987476,-0.35636239571252304,16:25:33.6,-49:45:0.05
MSGPS_S_2062,-25.90652015956198,-0.1065153145342792,16:23:49.91,-49:40:40.67
MSGPS_S_2063,-25.762270879987476,0.14333176664396485,16:23:21.71,-49:23:59.02
MSGPS_S_2064,-25.90652015956198,0.3931788478222087,16:21:38.96,-49:19:32.32
MSGPS_S_2065,-25.762270879987476,0.6430259290004525,16:21:11.69,-49:02:48.74
MSGPS_S_2066,-25.90652015956198,0.8928730101786966,16:19:29.87,-48:58:14.87
MSGPS_S_2067,-25.762270879987476,1.1427200913569402,16:19:3.51,-48:41:29.46
MSGPS_S_2068,-25.473772320838478,-1.3557507204254986,16:31:17.57,-50:13:57.98
MSGPS_S_2069,-25.61802160041298,-1.1059036392472548,16:29:32.34,-50:09:57.71
MSGPS_S_2070,-25.473772320838478,-0.8560565580690108,16:29:1.88,-49:53:21.49
MSGPS_S_2071,-25.61802160041298,-0.6062094768907669,16:27:17.59,-49:49:13.66
MSGPS_S_2072,-25.473772320838478,-0.35636239571252304,16:26:48.12,-49:32:35.24
MSGPS_S_2073,-25.61802160041298,-0.1065153145342792,16:25:4.76,-49:28:19.99
MSGPS_S_2074,-25.473772320838478,0.14333176664396485,16:24:36.25,-49:11:39.49
MSGPS_S_2075,-25.61802160041298,0.3931788478222087,16:22:53.82,-49:07:16.95
MSGPS_S_2076,-25.473772320838478,0.6430259290004525,16:22:26.24,-48:50:34.48
MSGPS_S_2077,-25.61802160041298,0.8928730101786966,16:20:44.72,-48:46:4.78
MSGPS_S_2078,-25.473772320838478,1.1427200913569402,16:20:18.04,-48:29:20.47
MSGPS_S_2079,-25.185273761689473,-1.3557507204254986,16:32:31.33,-50:01:19.73
MSGPS_S_2080,-25.329523041263975,-1.1059036392472548,16:30:46.46,-49:57:23.51
MSGPS_S_2081,-25.185273761689473,-0.8560565580690108,16:30:15.72,-49:40:48.48
MSGPS_S_2082,-25.329523041263975,-0.6062094768907669,16:28:31.78,-49:36:44.74
MSGPS_S_2083,-25.185273761689473,-0.35636239571252304,16:28:2.02,-49:20:7.48
MSGPS_S_2084,-25.329523041263975,-0.1065153145342792,16:26:18.99,-49:15:56.33
MSGPS_S_2085,-25.185273761689473,0.14333176664396485,16:25:50.18,-48:59:16.97
MSGPS_S_2086,-25.329523041263975,0.3931788478222087,16:24:8.06,-48:54:58.55
MSGPS_S_2087,-25.185273761689473,0.6430259290004525,16:23:40.18,-48:38:17.21
MSGPS_S_2088,-25.329523041263975,0.8928730101786966,16:21:58.96,-48:33:51.64
MSGPS_S_2089,-25.185273761689473,1.1427200913569402,16:21:31.97,-48:17:8.43
MSGPS_S_2090,-24.896775202540468,-1.3557507204254986,16:33:44.46,-49:48:38.66
MSGPS_S_2091,-25.04102448211497,-1.1059036392472548,16:31:59.95,-49:44:46.46
MSGPS_S_2092,-24.896775202540468,-0.8560565580690108,16:31:28.94,-49:28:12.62
MSGPS_S_2093,-25.04102448211497,-0.6062094768907669,16:29:45.34,-49:24:12.91
MSGPS_S_2094,-24.896775202540468,-0.35636239571252304,16:29:15.3,-49:07:36.82
MSGPS_S_2095,-25.04102448211497,-0.1065153145342792,16:27:32.6,-49:03:29.73
MSGPS_S_2096,-24.896775202540468,0.14333176664396485,16:27:3.5,-48:46:51.52
MSGPS_S_2097,-25.04102448211497,0.3931788478222087,16:25:21.69,-48:42:37.17
MSGPS_S_2098,-24.896775202540468,0.6430259290004525,16:24:53.51,-48:25:56.96
MSGPS_S_2099,-25.04102448211497,0.8928730101786966,16:23:12.6,-48:21:35.48
MSGPS_S_2100,-24.896775202540468,1.1427200913569402,16:22:45.31,-48:04:53.37
MSGPS_S_2101,-24.60827664339147,-1.3557507204254986,16:34:56.95,-49:35:54.82
MSGPS_S_2102,-24.752525922965972,-1.1059036392472548,16:33:12.81,-49:32:6.59
MSGPS_S_2103,-24.60827664339147,-0.8560565580690108,16:32:41.53,-49:15:33.95
MSGPS_S_2104,-24.752525922965972,-0.6062094768907669,16:30:58.27,-49:11:38.23
MSGPS_S_2105,-24.60827664339147,-0.35636239571252304,16:30:27.96,-48:55:3.32
MSGPS_S_2106,-24.752525922965972,-0.1065153145342792,16:28:45.59,-48:51:0.24
MSGPS_S_2107,-24.60827664339147,0.14333176664396485,16:28:16.21,-48:34:23.18
MSGPS_S_2108,-24.752525922965972,0.3931788478222087,16:26:34.72,-48:30:12.86
MSGPS_S_2109,-24.60827664339147,0.6430259290004525,16:26:6.25,-48:13:33.78
MSGPS_S_2110,-24.752525922965972,0.8928730101786966,16:24:25.64,-48:09:16.34
MSGPS_S_2111,-24.60827664339147,1.1427200913569402,16:23:58.05,-47:52:35.35
MSGPS_S_2112,-24.319778084242465,-1.3557507204254986,16:36:8.83,-49:23:8.26
MSGPS_S_2113,-24.464027363816967,-1.1059036392472548,16:34:25.05,-49:19:23.96
MSGPS_S_2114,-24.319778084242465,-0.8560565580690108,16:33:53.51,-49:02:52.51
MSGPS_S_2115,-24.464027363816967,-0.6062094768907669,16:32:10.6,-48:59:0.74
MSGPS_S_2116,-24.319778084242465,-0.35636239571252304,16:31:40.02,-48:42:27.0
MSGPS_S_2117,-24.464027363816967,-0.1065153145342792,16:29:57.98,-48:38:27.9
MSGPS_S_2118,-24.319778084242465,0.14333176664396485,16:29:28.33,-48:21:51.99
MSGPS_S_2119,-24.464027363816967,0.3931788478222087,16:27:47.15,-48:17:45.67
MSGPS_S_2120,-24.319778084242465,0.6430259290004525,16:27:18.4,-48:01:7.71
MSGPS_S_2121,-24.464027363816967,0.8928730101786966,16:25:38.09,-47:56:54.28
MSGPS_S_2122,-24.319778084242465,1.1427200913569402,16:25:10.22,-47:40:14.4
MSGPS_S_2123,-24.03127952509346,-1.3557507204254986,16:37:20.1,-49:10:19.02
MSGPS_S_2124,-24.175528804667962,-1.1059036392472548,16:35:36.68,-49:06:38.6
MSGPS_S_2125,-24.03127952509346,-0.8560565580690108,16:35:4.88,-48:50:8.35
MSGPS_S_2126,-24.175528804667962,-0.6062094768907669,16:33:22.32,-48:46:20.49
MSGPS_S_2127,-24.03127952509346,-0.35636239571252304,16:32:51.48,-48:29:47.93
MSGPS_S_2128,-24.175528804667962,-0.1065153145342792,16:31:9.77,-48:25:52.75
MSGPS_S_2129,-24.03127952509346,0.14333176664396485,16:30:39.85,-48:09:18.0
MSGPS_S_2130,-24.175528804667962,0.3931788478222087,16:28:58.99,-48:05:15.62
MSGPS_S_2131,-24.03127952509346,0.6430259290004525,16:28:29.97,-47:48:38.81
MSGPS_S_2132,-24.175528804667962,0.8928730101786966,16:26:49.96,-47:44:29.34
MSGPS_S_2133,-24.03127952509346,1.1427200913569402,16:26:21.81,-47:27:50.58
MSGPS_S_2134,-23.742780965944462,-1.3557507204254986,16:38:30.76,-48:57:27.15
MSGPS_S_2135,-23.887030245518964,-1.1059036392472548,16:36:47.7,-48:53:50.57
MSGPS_S_2136,-23.742780965944462,-0.8560565580690108,16:36:15.66,-48:37:21.51
MSGPS_S_2137,-23.887030245518964,-0.6062094768907669,16:34:33.44,-48:33:37.52
MSGPS_S_2138,-23.742780965944462,-0.35636239571252304,16:34:2.35,-48:17:6.13
MSGPS_S_2139,-23.887030245518964,-0.1065153145342792,16:32:20.97,-48:13:14.84
MSGPS_S_2140,-23.742780965944462,0.14333176664396485,16:31:50.79,-47:56:41.25
MSGPS_S_2141,-23.887030245518964,0.3931788478222087,16:30:10.25,-47:52:42.78
MSGPS_S_2142,-23.742780965944462,0.6430259290004525,16:29:40.96,-47:36:7.1
MSGPS_S_2143,-23.887030245518964,0.8928730101786966,16:28:1.25,-47:32:1.57
MSGPS_S_2144,-23.742780965944462,1.1427200913569402,16:27:32.83,-47:15:23.92
MSGPS_S_2145,-23.454282406795457,-1.3557507204254986,16:39:40.83,-48:44:32.68
MSGPS_S_2146,-23.59853168636996,-1.1059036392472548,16:37:58.12,-48:40:59.9
MSGPS_S_2147,-23.454282406795457,-0.8560565580690108,16:37:25.85,-48:24:32.04
MSGPS_S_2148,-23.59853168636996,-0.6062094768907669,16:35:43.97,-48:20:51.87
MSGPS_S_2149,-23.454282406795457,-0.35636239571252304,16:35:12.63,-48:04:21.66
MSGPS_S_2150,-23.59853168636996,-0.1065153145342792,16:33:31.59,-48:00:34.21
MSGPS_S_2151,-23.454282406795457,0.14333176664396485,16:33:1.15,-47:44:1.78
MSGPS_S_2152,-23.59853168636996,0.3931788478222087,16:31:20.93,-47:40:7.18
MSGPS_S_2153,-23.454282406795457,0.6430259290004525,16:30:51.38,-47:23:32.64
MSGPS_S_2154,-23.59853168636996,0.8928730101786966,16:29:11.98,-47:19:30.99
MSGPS_S_2155,-23.454282406795457,1.1427200913569402,16:28:43.29,-47:02:54.46
MSGPS_S_2156,-23.165783847646452,-1.3557507204254986,16:40:50.3,-48:31:35.67
MSGPS_S_2157,-23.310033127220954,-1.1059036392472548,16:39:7.96,-48:28:6.64
MSGPS_S_2158,-23.165783847646452,-0.8560565580690108,16:38:35.45,-48:11:39.98
MSGPS_S_2159,-23.310033127220954,-0.6062094768907669,16:36:53.92,-48:08:3.58
MSGPS_S_2160,-23.165783847646452,-0.35636239571252304,16:36:22.34,-47:51:34.55
MSGPS_S_2161,-23.310033127220954,-0.1065153145342792,16:34:41.63,-47:47:50.91
MSGPS_S_2162,-23.165783847646452,0.14333176664396485,16:34:10.95,-47:31:19.64
MSGPS_S_2163,-23.310033127220954,0.3931788478222087,16:32:31.04,-47:27:28.86
MSGPS_S_2164,-23.165783847646452,0.6430259290004525,16:32:1.24,-47:10:55.47
MSGPS_S_2165,-23.310033127220954,0.8928730101786966,16:30:22.14,-47:06:57.66
MSGPS_S_2166,-23.165783847646452,1.1427200913569402,16:29:53.19,-46:50:22.26
MSGPS_S_2167,-22.877285288497454,-1.3557507204254986,16:41:59.2,-48:18:36.14
MSGPS_S_2168,-23.021534568071957,-1.1059036392472548,16:40:17.21,-48:15:10.83
MSGPS_S_2169,-22.877285288497454,-0.8560565580690108,16:39:44.48,-47:58:45.36
MSGPS_S_2170,-23.021534568071957,-0.6062094768907669,16:38:3.29,-47:55:12.7
MSGPS_S_2171,-22.877285288497454,-0.35636239571252304,16:37:31.48,-47:38:44.85
MSGPS_S_2172,-23.021534568071957,-0.1065153145342792,16:35:51.1,-47:35:4.97
MSGPS_S_2173,-22.877285288497454,0.14333176664396485,16:35:20.18,-47:18:34.86
MSGPS_S_2174,-23.021534568071957,0.3931788478222087,16:33:40.59,-47:14:47.87
MSGPS_S_2175,-22.877285288497454,0.6430259290004525,16:33:10.54,-46:58:15.62
MSGPS_S_2176,-23.021534568071957,0.8928730101786966,16:31:31.75,-46:54:21.62
MSGPS_S_2177,-22.877285288497454,1.1427200913569402,16:31:2.54,-46:37:47.34
MSGPS_S_2178,-22.58878672934845,-1.3557507204254986,16:43:7.52,-48:05:34.15
MSGPS_S_2179,-22.73303600892295,-1.1059036392472548,16:41:25.89,-48:02:12.51
MSGPS_S_2180,-22.58878672934845,-0.8560565580690108,16:40:52.94,-47:45:48.23
MSGPS_S_2181,-22.73303600892295,-0.6062094768907669,16:39:12.1,-47:42:19.27
MSGPS_S_2182,-22.58878672934845,-0.35636239571252304,16:38:40.06,-47:25:52.6
MSGPS_S_2183,-22.73303600892295,-0.1065153145342792,16:37:0.01,-47:22:16.44
MSGPS_S_2184,-22.58878672934845,0.14333176664396485,16:36:28.86,-47:05:47.49
MSGPS_S_2185,-22.73303600892295,0.3931788478222087,16:34:49.58,-47:02:4.24
MSGPS_S_2186,-22.58878672934845,0.6430259290004525,16:34:19.3,-46:45:33.14
MSGPS_S_2187,-22.73303600892295,0.8928730101786966,16:32:40.8,-46:41:42.91
MSGPS_S_2188,-22.58878672934845,1.1427200913569402,16:32:11.35,-46:25:9.76
MSGPS_S_2189,-22.300288170199444,-1.3557507204254986,16:44:15.27,-47:52:29.73
MSGPS_S_2190,-22.444537449773946,-1.1059036392472548,16:42:34.0,-47:49:11.72
MSGPS_S_2191,-22.300288170199444,-0.8560565580690108,16:42:0.84,-47:32:48.63
MSGPS_S_2192,-22.444537449773946,-0.6062094768907669,16:40:20.34,-47:29:23.33
MSGPS_S_2193,-22.300288170199444,-0.35636239571252304,16:39:48.08,-47:12:57.83
MSGPS_S_2194,-22.444537449773946,-0.1065153145342792,16:38:8.36,-47:09:25.35
MSGPS_S_2195,-22.300288170199444,0.14333176664396485,16:37:36.98,-46:52:57.57
MSGPS_S_2196,-22.444537449773946,0.3931788478222087,16:35:58.02,-46:49:18.03
MSGPS_S_2197,-22.300288170199444,0.6430259290004525,16:35:27.5,-46:32:48.06
MSGPS_S_2198,-22.444537449773946,0.8928730101786966,16:33:49.31,-46:29:1.56
MSGPS_S_2199,-22.300288170199444,1.1427200913569402,16:33:19.63,-46:12:29.54
MSGPS_S_2200,-22.01178961105044,-1.3557507204254986,16:45:22.47,-47:39:22.92
MSGPS_S_2201,-22.15603889062494,-1.1059036392472548,16:43:41.55,-47:36:8.49
MSGPS_S_2202,-22.01178961105044,-0.8560565580690108,16:43:8.19,-47:19:46.59
MSGPS_S_2203,-22.15603889062494,-0.6062094768907669,16:41:28.03,-47:16:24.91
MSGPS_S_2204,-22.01178961105044,-0.35636239571252304,16:40:55.56,-47:00:0.59
MSGPS_S_2205,-22.15603889062494,-0.1065153145342792,16:39:16.16,-46:56:31.75
MSGPS_S_2206,-22.01178961105044,0.14333176664396485,16:38:44.56,-46:40:5.13
MSGPS_S_2207,-22.15603889062494,0.3931788478222087,16:37:5.92,-46:36:29.25
MSGPS_S_2208,-22.01178961105044,0.6430259290004525,16:36:35.18,-46:20:0.44
MSGPS_S_2209,-22.15603889062494,0.8928730101786966,16:34:57.29,-46:16:17.63
MSGPS_S_2210,-22.01178961105044,1.1427200913569402,16:34:27.37,-45:59:46.74
MSGPS_S_2211,-21.72329105190144,-1.3557507204254986,16:46:29.11,-47:26:13.76
MSGPS_S_2212,-21.867540331475944,-1.1059036392472548,16:44:48.55,-47:23:2.88
MSGPS_S_2213,-21.72329105190144,-0.8560565580690108,16:44:14.98,-47:06:42.17
MSGPS_S_2214,-21.867540331475944,-0.6062094768907669,16:42:35.17,-47:03:24.06
MSGPS_S_2215,-21.72329105190144,-0.35636239571252304,16:42:2.49,-46:47:0.91
MSGPS_S_2216,-21.867540331475944,-0.1065153145342792,16:40:23.42,-46:43:35.68
MSGPS_S_2217,-21.72329105190144,0.14333176664396485,16:39:51.61,-46:27:10.21
MSGPS_S_2218,-21.867540331475944,0.3931788478222087,16:38:13.28,-46:23:37.97
MSGPS_S_2219,-21.72329105190144,0.6430259290004525,16:37:42.32,-46:07:10.3
MSGPS_S_2220,-21.867540331475944,0.8928730101786966,16:36:4.73,-46:03:31.14
MSGPS_S_2221,-21.72329105190144,1.1427200913569402,16:35:34.58,-45:47:1.38
MSGPS_S_2222,-21.434792492752436,-1.3557507204254986,16:47:35.21,-47:13:2.28
MSGPS_S_2223,-21.57904177232694,-1.1059036392472548,16:45:55.0,-47:09:54.91
MSGPS_S_2224,-21.434792492752436,-0.8560565580690108,16:45:21.24,-46:53:35.38
MSGPS_S_2225,-21.57904177232694,-0.6062094768907669,16:43:41.77,-46:50:20.81
MSGPS_S_2226,-21.434792492752436,-0.35636239571252304,16:43:8.89,-46:33:58.83
MSGPS_S_2227,-21.57904177232694,-0.1065153145342792,16:41:30.15,-46:30:37.17
MSGPS_S_2228,-21.434792492752436,0.14333176664396485,16:40:58.13,-46:14:12.86
MSGPS_S_2229,-21.57904177232694,0.3931788478222087,16:39:20.12,-46:10:44.2
MSGPS_S_2230,-21.434792492752436,0.6430259290004525,16:38:48.93,-45:54:17.68
MSGPS_S_2231,-21.57904177232694,0.8928730101786966,16:37:11.65,-45:50:42.14
MSGPS_S_2232,-21.434792492752436,1.1427200913569402,16:36:41.28,-45:34:13.51
MSGPS_S_2233,-21.14629393360343,-1.3557507204254986,16:48:40.78,-46:59:48.53
MSGPS_S_2234,-21.290543213177934,-1.1059036392472548,16:47:0.91,-46:56:44.62
MSGPS_S_2235,-21.14629393360343,-0.8560565580690108,16:46:26.97,-46:40:26.28
MSGPS_S_2236,-21.290543213177934,-0.6062094768907669,16:44:47.83,-46:37:15.2
MSGPS_S_2237,-21.14629393360343,-0.35636239571252304,16:44:14.76,-46:20:54.4
MSGPS_S_2238,-21.290543213177934,-0.1065153145342792,16:42:36.34,-46:17:36.26
MSGPS_S_2239,-21.14629393360343,0.14333176664396485,16:42:4.12,-46:01:13.1
MSGPS_S_2240,-21.290543213177934,0.3931788478222087,16:40:26.42,-45:57:48.0
MSGPS_S_2241,-21.14629393360343,0.6430259290004525,16:39:55.03,-45:41:22.62
MSGPS_S_2242,-21.290543213177934,0.8928730101786966,16:38:18.05,-45:37:50.66
MSGPS_S_2243,-21.14629393360343,1.1427200913569402,16:37:47.46,-45:21:23.16
MSGPS_S_2244,-20.857795374454433,-1.3557507204254986,16:49:45.81,-46:46:32.53
MSGPS_S_2245,-21.002044654028936,-1.1059036392472548,16:48:6.3,-46:43:32.06
MSGPS_S_2246,-20.857795374454433,-0.8560565580690108,16:47:32.17,-46:27:14.89
MSGPS_S_2247,-21.002044654028936,-0.6062094768907669,16:45:53.37,-46:24:7.28
MSGPS_S_2248,-20.857795374454433,-0.35636239571252304,16:45:20.11,-46:07:47.64
MSGPS_S_2249,-21.002044654028936,-0.1065153145342792,16:43:42.02,-46:04:32.98
MSGPS_S_2250,-20.857795374454433,0.14333176664396485,16:43:9.6,-45:48:10.99
MSGPS_S_2251,-21.002044654028936,0.3931788478222087,16:41:32.21,-45:44:49.4
MSGPS_S_2252,-20.857795374454433,0.6430259290004525,16:41:0.62,-45:28:25.16
MSGPS_S_2253,-21.002044654028936,0.8928730101786966,16:39:23.94,-45:24:56.73
MSGPS_S_2254,-20.857795374454433,1.1427200913569402,16:38:53.14,-45:08:30.37
MSGPS_S_2255,-20.569296815305428,-1.3557507204254986,16:50:50.32,-46:33:14.34
MSGPS_S_2256,-20.71354609487993,-1.1059036392472548,16:49:11.15,-46:30:17.25
MSGPS_S_2257,-20.569296815305428,-0.8560565580690108,16:48:36.85,-46:14:1.26
MSGPS_S_2258,-20.71354609487993,-0.6062094768907669,16:46:58.39,-46:10:57.06
MSGPS_S_2259,-20.569296815305428,-0.35636239571252304,16:46:24.94,-45:54:38.59
MSGPS_S_2260,-20.71354609487993,-0.1065153145342792,16:44:47.18,-45:51:27.38
MSGPS_S_2261,-20.569296815305428,0.14333176664396485,16:44:14.56,-45:35:6.54
MSGPS_S_2262,-20.71354609487993,0.3931788478222087,16:42:37.49,-45:31:48.43
MSGPS_S_2263,-20.569296815305428,0.6430259290004525,16:42:5.7,-45:15:25.33
MSGPS_S_2264,-20.71354609487993,0.8928730101786966,16:40:29.32,-45:12:0.41
MSGPS_S_2265,-20.569296815305428,1.1427200913569402,16:39:58.32,-44:55:35.17
MSGPS_S_2266,-20.280798256156423,-1.3557507204254986,16:51:54.31,-46:19:53.97
MSGPS_S_2267,-20.425047535730926,-1.1059036392472548,16:50:15.49,-46:17:0.23
MSGPS_S_2268,-20.280798256156423,-0.8560565580690108,16:49:41.02,-46:00:45.42
MSGPS_S_2269,-20.425047535730926,-0.6062094768907669,16:48:2.89,-45:57:44.6
MSGPS_S_2270,-20.280798256156423,-0.35636239571252304,16:47:29.27,-45:41:27.29
MSGPS_S_2271,-20.425047535730926,-0.1065153145342792,16:45:51.82,-45:38:19.49
MSGPS_S_2272,-20.280798256156423,0.14333176664396485,16:45:19.03,-45:21:59.8
MSGPS_S_2273,-20.425047535730926,0.3931788478222087,16:43:42.27,-45:18:45.13
MSGPS_S_2274,-20.280798256156423,0.6430259290004525,16:43:10.28,-45:02:23.17
MSGPS_S_2275,-20.425047535730926,0.8928730101786966,16:41:34.2,-44:59:1.72
MSGPS_S_2276,-20.280798256156423,1.1427200913569402,16:41:3.0,-44:42:37.61
MSGPS_S_2277,-19.992299697007425,-1.3557507204254986,16:52:57.79,-46:06:31.47
MSGPS_S_2278,-20.136548976581928,-1.1059036392472548,16:51:19.32,-46:03:41.04
MSGPS_S_2279,-19.992299697007425,-0.8560565580690108,16:50:44.68,-45:47:27.39
MSGPS_S_2280,-20.136548976581928,-0.6062094768907669,16:49:6.89,-45:44:29.92
MSGPS_S_2281,-19.992299697007425,-0.35636239571252304,16:48:33.09,-45:28:13.77
MSGPS_S_2282,-20.136548976581928,-0.1065153145342792,16:46:55.97,-45:25:9.35
MSGPS_S_2283,-19.992299697007425,0.14333176664396485,16:46:22.99,-45:08:50.81
MSGPS_S_2284,-20.136548976581928,0.3931788478222087,16:44:46.54,-45:05:39.54
MSGPS_S_2285,-19.992299697007425,0.6430259290004525,16:44:14.37,-44:49:18.72
MSGPS_S_2286,-20.136548976581928,0.8928730101786966,16:42:38.59,-44:46:0.69
MSGPS_S_2287,-19.992299697007425,1.1427200913569402,16:42:7.19,-44:29:37.71
MSGPS_S_2288,-19.70380113785842,-1.3557507204254986,16:54:0.77,-45:53:6.87
MSGPS_S_2289,-19.848050417432923,-1.1059036392472548,16:52:22.64,-45:50:19.71
MSGPS_S_2290,-19.70380113785842,-0.8560565580690108,16:51:47.85,-45:34:7.23
MSGPS_S_2291,-19.848050417432923,-0.6062094768907669,16:50:10.38,-45:31:13.06
MSGPS_S_2292,-19.70380113785842,-0.35636239571252304,16:49:36.42,-45:14:58.07
MSGPS_S_2293,-19.848050417432923,-0.1065153145342792,16:47:59.62,-45:11:56.99
MSGPS_S_2294,-19.70380113785842,0.14333176664396485,16:47:26.46,-44:55:39.59
MSGPS_S_2295,-19.848050417432923,0.3931788478222087,16:45:50.33,-44:52:31.69
MSGPS_S_2296,-19.70380113785842,0.6430259290004525,16:45:17.97,-44:36:12.0
MSGPS_S_2297,-19.848050417432923,0.8928730101786966,16:43:42.49,-44:32:57.37
MSGPS_S_2298,-19.70380113785842,1.1427200913569402,16:43:10.9,-44:16:35.51
MSGPS_S_2299,-19.415302578709415,-1.3557507204254986,16:55:3.25,-45:39:40.2
MSGPS_S_2300,-19.559551858283918,-1.1059036392472548,16:53:25.47,-45:36:56.28
