Pointing,Gl,Gb,RA,Dec
MMGPS_U_0627,-43.28383275128636,2.68701168199612,14:36:9.79,-57:21:18.16
MMGPS_U_0628,-43.70920018875712,3.4237696955808605,14:31:11.39,-56:50:17.68
MMGPS_U_0629,-43.28383275128636,4.160527709165603,14:32:1.23,-55:59:44.77
MMGPS_U_0630,-43.70920018875712,4.897285722750345,14:27:16.88,-55:28:7.96
MMGPS_U_0631,-43.28383275128636,5.634043736335087,14:28:9.6,-54:37:42.27
MMGPS_U_0632,-43.70920018875712,6.370801749919828,14:23:38.15,-54:05:32.1
MMGPS_U_0633,-43.28383275128636,7.107559763504572,14:24:33.08,-53:15:13.94
MMGPS_U_0634,-43.70920018875712,7.844317777089312,14:20:13.51,-52:42:33.04
MMGPS_U_0635,-43.28383275128636,8.581075790674056,14:21:10.07,-51:52:22.62
MMGPS_U_0636,-43.70920018875712,9.317833804258797,14:17:1.47,-51:19:13.33
MMGPS_U_0637,-43.28383275128636,10.054591817843537,14:17:59.19,-50:29:10.78
MMGPS_U_0638,-42.433097876344824,-10.574632562529235,15:41:43.43,-68:27:39.86
MMGPS_U_0639,-42.858465313815586,-9.837874548944493,15:33:19.42,-68:07:20.2
MMGPS_U_0640,-42.433097876344824,-9.10111653535975,15:32:22.54,-67:16:45.15
MMGPS_U_0641,-42.858465313815586,-8.36435852177501,15:24:30.59,-66:54:47.53
MMGPS_U_0642,-42.433097876344824,-7.627600508190268,15:23:54.96,-66:03:59.75
MMGPS_U_0643,-42.858465313815586,-6.890842494605526,15:16:32.2,-65:40:35.26
MMGPS_U_0644,-42.433097876344824,-6.154084481020783,15:16:14.07,-64:49:39.69
MMGPS_U_0645,-42.858465313815586,-5.417326467436042,15:09:17.81,-64:24:57.89
MMGPS_U_0646,-42.433097876344824,-4.6805684538513,15:09:14.07,-63:33:58.31
MMGPS_U_0647,-42.858465313815586,-3.9438104402665575,15:02:41.88,-63:08:7.41
MMGPS_U_0648,-42.433097876344824,-3.207052426681816,15:02:49.96,-62:17:6.77
MMGPS_U_0649,-42.858465313815586,-2.470294413097074,14:56:39.64,-61:50:13.86
MMGPS_U_0650,-42.433097876344824,-1.7335363995123316,14:56:57.4,-60:59:14.39
MMGPS_U_0651,-42.858465313815586,-0.9967783859275894,14:51:6.98,-60:31:25.6
MMGPS_U_0652,-42.433097876344824,-0.2600203723428489,14:51:32.67,-59:40:29.03
MMGPS_U_0653,-42.858465313815586,0.47673764124189333,14:46:0.38,-59:11:49.67
MMGPS_U_0654,-42.433097876344824,1.2134956548266356,14:46:32.54,-58:20:57.34
MMGPS_U_0655,-42.858465313815586,1.9502536684113778,14:41:16.8,-57:51:32.02
MMGPS_U_0656,-42.433097876344824,2.68701168199612,14:41:54.21,-57:00:44.93
MMGPS_U_0657,-42.858465313815586,3.4237696955808605,14:36:53.63,-56:30:37.69
MMGPS_U_0658,-42.433097876344824,4.160527709165603,14:37:35.26,-55:39:56.62
MMGPS_U_0659,-42.858465313815586,4.897285722750345,14:32:48.59,-55:09:10.99
MMGPS_U_0660,-42.433097876344824,5.634043736335087,14:33:33.6,-54:18:36.51
MMGPS_U_0661,-42.858465313815586,6.370801749919828,14:28:59.74,-53:47:15.6
MMGPS_U_0662,-42.433097876344824,7.107559763504572,14:29:47.4,-52:56:48.15
MMGPS_U_0663,-42.858465313815586,7.844317777089312,14:25:25.34,-52:24:54.7
MMGPS_U_0664,-42.433097876344824,8.581075790674056,14:26:15.06,-51:34:34.59
MMGPS_U_0665,-42.858465313815586,9.317833804258797,14:22:3.92,-51:02:11.03
MMGPS_U_0666,-42.433097876344824,10.054591817843537,14:22:55.18,-50:11:58.48
MMGPS_U_0667,-41.5823630014033,-10.574632562529235,15:48:46.37,-67:56:25.09
MMGPS_U_0668,-42.00773043887406,-9.837874548944493,15:40:27.93,-67:37:18.79
MMGPS_U_0669,-41.5823630014033,-9.10111653535975,15:39:18.72,-66:46:53.15
MMGPS_U_0670,-42.00773043887406,-8.36435852177501,15:31:30.55,-66:26:6.77
MMGPS_U_0671,-41.5823630014033,-7.627600508190268,15:30:42.86,-65:35:25.41
MMGPS_U_0672,-42.00773043887406,-6.890842494605526,15:23:22.45,-65:13:9.85
MMGPS_U_0673,-41.5823630014033,-6.154084481020783,15:22:52.69,-64:22:18.07
MMGPS_U_0674,-42.00773043887406,-5.417326467436042,15:15:57.68,-63:58:42.78
MMGPS_U_0675,-41.5823630014033,-4.6805684538513,15:15:42.81,-63:07:44.72
MMGPS_U_0676,-42.00773043887406,-3.9438104402665575,15:09:11.01,-62:42:57.91
MMGPS_U_0677,-41.5823630014033,-3.207052426681816,15:09:8.51,-61:51:56.8
MMGPS_U_0678,-42.00773043887406,-2.470294413097074,15:02:57.89,-61:26:5.58
MMGPS_U_0679,-41.5823630014033,-1.7335363995123316,15:03:5.65,-60:35:3.97
MMGPS_U_0680,-42.00773043887406,-0.9967783859275894,14:57:14.4,-60:08:14.53
MMGPS_U_0681,-41.5823630014033,-0.2600203723428489,14:57:30.64,-59:17:14.4
MMGPS_U_0682,-42.00773043887406,0.47673764124189333,14:51:57.12,-58:49:32.14
MMGPS_U_0683,-41.5823630014033,1.2134956548266356,14:52:20.36,-57:58:35.03
MMGPS_U_0684,-42.00773043887406,1.9502536684113778,14:47:3.08,-57:30:4.67
MMGPS_U_0685,-41.5823630014033,2.68701168199612,14:47:32.07,-56:39:11.79
MMGPS_U_0686,-42.00773043887406,3.4237696955808605,14:42:29.72,-56:09:57.46
MMGPS_U_0687,-41.5823630014033,4.160527709165603,14:43:3.42,-55:19:9.75
MMGPS_U_0688,-42.00773043887406,4.897285722750345,14:38:14.8,-54:49:15.1
MMGPS_U_0689,-41.5823630014033,5.634043736335087,14:38:52.32,-53:58:33.27
MMGPS_U_0690,-42.00773043887406,6.370801749919828,14:34:16.36,-53:28:1.5
MMGPS_U_0691,-41.5823630014033,7.107559763504572,14:34:56.95,-52:37:26.13
MMGPS_U_0692,-42.00773043887406,7.844317777089312,14:30:32.7,-52:06:20.08
MMGPS_U_0693,-41.5823630014033,8.581075790674056,14:31:15.73,-51:15:51.58
MMGPS_U_0694,-42.00773043887406,9.317833804258797,14:27:2.33,-50:44:13.78
MMGPS_U_0695,-41.5823630014033,10.054591817843537,14:27:47.26,-49:53:52.48
MMGPS_U_0696,-40.73162812646177,-10.574632562529235,15:55:31.37,-67:24:11.62
MMGPS_U_0697,-41.15699556393253,-9.837874548944493,15:47:19.14,-67:06:15.77
MMGPS_U_0698,-40.73162812646177,-9.10111653535975,15:45:58.81,-66:16:0.98
MMGPS_U_0699,-41.15699556393253,-8.36435852177501,15:38:15.08,-65:56:23.42
MMGPS_U_0700,-40.73162812646177,-7.627600508190268,15:37:16.37,-65:05:50.06
MMGPS_U_0701,-41.15699556393253,-6.890842494605526,15:29:58.97,-64:44:41.41
MMGPS_U_0702,-40.73162812646177,-6.154084481020783,15:29:18.46,-63:53:55.08
MMGPS_U_0703,-41.15699556393253,-5.417326467436042,15:22:25.33,-63:31:24.64
MMGPS_U_0704,-40.73162812646177,-4.6805684538513,15:22:0.08,-62:40:29.76
MMGPS_U_0705,-41.15699556393253,-3.9438104402665575,15:15:29.25,-62:16:45.67
MMGPS_U_0706,-40.73162812646177,-3.207052426681816,15:15:16.81,-61:25:45.78
MMGPS_U_0707,-41.15699556393253,-2.470294413097074,15:09:6.44,-61:00:55.14
MMGPS_U_0708,-40.73162812646177,-1.7335363995123316,15:09:4.72,-60:09:53.04
MMGPS_U_0709,-41.15699556393253,-0.9967783859275894,15:03:13.16,-59:44:2.06
MMGPS_U_0710,-40.73162812646177,-0.2600203723428489,15:03:20.39,-58:52:59.97
MMGPS_U_0711,-41.15699556393253,0.47673764124189333,14:57:46.11,-58:26:14.11
MMGPS_U_0712,-40.73162812646177,1.2134956548266356,14:58:0.8,-57:35:13.78
MMGPS_U_0713,-41.15699556393253,1.9502536684113778,14:52:42.41,-57:07:37.83
MMGPS_U_0714,-40.73162812646177,2.68701168199612,14:53:3.31,-56:16:40.66
MMGPS_U_0715,-41.15699556393253,3.4237696955808605,14:47:59.56,-55:48:18.83
MMGPS_U_0716,-40.73162812646177,4.160527709165603,14:48:25.6,-54:57:25.92
MMGPS_U_0717,-41.15699556393253,4.897285722750345,14:43:35.37,-54:28:21.93
MMGPS_U_0718,-40.73162812646177,5.634043736335087,14:44:5.64,-53:37:34.15
MMGPS_U_0719,-41.15699556393253,6.370801749919828,14:39:27.9,-53:07:51.3
MMGPS_U_0720,-40.73162812646177,7.107559763504572,14:40:1.62,-52:17:9.34
MMGPS_U_0721,-41.15699556393253,7.844317777089312,14:35:35.47,-51:46:50.56
MMGPS_U_0722,-40.73162812646177,8.581075790674056,14:36:11.98,-50:56:14.94
MMGPS_U_0723,-41.15699556393253,9.317833804258797,14:31:56.58,-50:25:22.83
MMGPS_U_0724,-40.73162812646177,10.054591817843537,14:32:35.32,-49:34:53.99
MMGPS_U_0725,-39.88089325152024,-10.574632562529235,16:01:59.18,-66:51:3.58
MMGPS_U_0726,-40.306260688991,-9.837874548944493,15:53:53.68,-66:34:15.27
MMGPS_U_0727,-39.88089325152024,-9.10111653535975,15:52:23.37,-65:44:12.53
MMGPS_U_0728,-40.306260688991,-8.36435852177501,15:44:44.62,-65:25:41.31
MMGPS_U_0729,-39.88089325152024,-7.627600508190268,15:43:35.88,-64:35:17.29
MMGPS_U_0730,-40.306260688991,-6.890842494605526,15:36:22.05,-64:15:13.47
MMGPS_U_0731,-39.88089325152024,-6.154084481020783,15:35:31.64,-63:24:34.01
MMGPS_U_0732,-40.306260688991,-5.417326467436042,15:28:40.93,-63:03:6.68
MMGPS_U_0733,-39.88089325152024,-4.6805684538513,15:28:6.04,-62:12:16.47
MMGPS_U_0734,-40.306260688991,-3.9438104402665575,15:21:36.7,-61:49:33.65
MMGPS_U_0735,-39.88089325152024,-3.207052426681816,15:21:14.94,-60:58:36.48
MMGPS_U_0736,-40.306260688991,-2.470294413097074,15:15:5.33,-60:34:45.22
MMGPS_U_0737,-39.88089325152024,-1.7335363995123316,15:14:54.66,-59:43:44.13
MMGPS_U_0738,-40.306260688991,-0.9967783859275894,15:09:3.24,-59:18:50.64
MMGPS_U_0739,-39.88089325152024,-0.2600203723428489,15:09:1.92,-58:27:48.06
MMGPS_U_0740,-40.306260688991,0.47673764124189333,15:03:27.3,-58:01:57.81
MMGPS_U_0741,-39.88089325152024,1.2134956548266356,15:03:33.84,-57:10:55.7
MMGPS_U_0742,-40.306260688991,1.9502536684113778,14:58:14.72,-56:44:13.53
MMGPS_U_0743,-39.88089325152024,2.68701168199612,14:58:27.87,-55:53:13.47
MMGPS_U_0744,-40.306260688991,3.4237696955808605,14:53:23.08,-55:25:43.63
MMGPS_U_0745,-39.88089325152024,4.160527709165603,14:53:41.75,-54:34:46.88
MMGPS_U_0746,-40.306260688991,4.897285722750345,14:48:50.23,-54:06:33.18
MMGPS_U_0747,-39.88089325152024,5.634043736335087,14:49:13.49,-53:15:40.75
MMGPS_U_0748,-40.306260688991,6.370801749919828,14:44:34.28,-52:46:46.54
MMGPS_U_0749,-39.88089325152024,7.107559763504572,14:45:1.34,-51:55:59.24
MMGPS_U_0750,-40.306260688991,7.844317777089312,14:40:33.55,-51:26:27.52
MMGPS_U_0751,-39.88089325152024,8.581075790674056,14:41:3.73,-50:35:46.01
MMGPS_U_0752,-40.306260688991,9.317833804258797,14:36:46.57,-50:05:39.45
MMGPS_U_0753,-39.88089325152024,10.054591817843537,14:37:19.29,-49:15:4.24
MMGPS_U_0754,-39.03015837657871,-10.574632562529235,16:08:10.6,-66:17:4.84
MMGPS_U_0755,-39.45552581404947,-9.837874548944493,16:00:12.2,-66:01:21.18
MMGPS_U_0756,-39.03015837657871,-9.10111653535975,15:58:32.97,-65:11:31.44
MMGPS_U_0757,-39.45552581404947,-8.36435852177501,15:50:59.65,-64:54:4.08
MMGPS_U_0758,-39.03015837657871,-7.627600508190268,15:49:41.82,-64:03:50.52
MMGPS_U_0759,-39.45552581404947,-6.890842494605526,15:42:32.03,-63:44:49.39
MMGPS_U_0760,-39.03015837657871,-6.154084481020783,15:41:32.54,-62:54:18.04
MMGPS_U_0761,-39.45552581404947,-5.417326467436042,15:34:44.72,-62:33:52.01
MMGPS_U_0762,-39.03015837657871,-4.6805684538513,15:34:0.9,-61:43:7.79
MMGPS_U_0763,-39.45552581404947,-3.9438104402665575,15:27:33.5,-61:21:24.71
MMGPS_U_0764,-39.03015837657871,-3.207052426681816,15:27:3.05,-60:30:31.62
MMGPS_U_0765,-39.45552581404947,-2.470294413097074,15:20:54.62,-60:07:38.46
MMGPS_U_0766,-39.03015837657871,-1.7335363995123316,15:20:35.53,-59:16:39.74
MMGPS_U_0767,-39.45552581404947,-0.9967783859275894,15:14:44.68,-58:52:42.66
MMGPS_U_0768,-39.03015837657871,-0.2600203723428489,15:14:35.26,-58:01:40.96
MMGPS_U_0769,-39.45552581404947,0.47673764124189333,15:09:0.69,-57:36:45.44
MMGPS_U_0770,-39.03015837657871,1.2134956548266356,15:08:59.47,-56:45:42.9
MMGPS_U_0771,-39.45552581404947,1.9502536684113778,15:03:39.99,-56:19:53.77
MMGPS_U_0772,-39.03015837657871,2.68701168199612,15:03:45.71,-55:28:52.14
MMGPS_U_0773,-39.45552581404947,3.4237696955808605,14:58:40.23,-55:02:13.72
MMGPS_U_0774,-39.03015837657871,4.160527709165603,14:58:51.8,-54:11:14.41
MMGPS_U_0775,-39.45552581404947,4.897285722750345,14:53:59.32,-53:43:50.52
MMGPS_U_0776,-39.03015837657871,5.634043736335087,14:54:15.82,-52:52:54.68
MMGPS_U_0777,-39.45552581404947,6.370801749919828,14:49:35.41,-52:24:48.75
MMGPS_U_0778,-39.03015837657871,7.107559763504572,14:49:56.02,-51:33:57.32
MMGPS_U_0779,-39.45552581404947,7.844317777089312,14:45:26.86,-51:05:12.4
MMGPS_U_0780,-39.03015837657871,8.581075790674056,14:45:50.9,-50:14:26.14
MMGPS_U_0781,-39.45552581404947,9.317833804258797,14:41:32.23,-49:45:4.94
MMGPS_U_0782,-39.03015837657871,10.054591817843537,14:41:59.08,-48:54:24.47
MMGPS_U_0783,-38.17942350163718,-10.574632562529235,16:14:6.4,-65:42:18.98
MMGPS_U_0784,-38.60479093910794,-9.837874548944493,16:06:15.4,-65:27:37.12
MMGPS_U_0785,-38.17942350163718,-9.10111653535975,16:04:28.22,-64:38:1.16
MMGPS_U_0786,-38.60479093910794,-8.36435852177501,15:57:0.68,-64:21:35.15
MMGPS_U_0787,-38.17942350163718,-7.627600508190268,15:55:34.63,-63:31:32.99
MMGPS_U_0788,-38.60479093910794,-6.890842494605526,15:48:29.27,-63:13:32.4
MMGPS_U_0789,-38.17942350163718,-6.154084481020783,15:47:21.47,-62:23:10.23
MMGPS_U_0790,-38.60479093910794,-5.417326467436042,15:40:36.95,-62:03:43.64
MMGPS_U_0791,-38.17942350163718,-4.6805684538513,15:39:44.87,-61:13:6.55
MMGPS_U_0792,-38.60479093910794,-3.9438104402665575,15:33:19.85,-60:52:21.63
MMGPS_U_0793,-38.17942350163718,-3.207052426681816,15:32:41.27,-60:01:33.81
MMGPS_U_0794,-38.60479093910794,-2.470294413097074,15:26:34.43,-59:39:37.41
MMGPS_U_0795,-38.17942350163718,-1.7335363995123316,15:26:7.44,-58:48:42.29
MMGPS_U_0796,-38.60479093910794,-0.9967783859275894,15:20:17.53,-58:25:40.5
MMGPS_U_0797,-38.17942350163718,-0.2600203723428489,15:20:0.46,-57:34:40.91
MMGPS_U_0798,-38.60479093910794,0.47673764124189333,15:14:26.3,-57:10:39.17
MMGPS_U_0799,-38.17942350163718,1.2134956548266356,15:14:17.7,-56:19:37.43
MMGPS_U_0800,-38.60479093910794,1.9502536684113778,15:08:58.2,-55:54:40.57
MMGPS_U_0801,-38.17942350163718,2.68701168199612,15:08:56.84,-55:03:38.57
MMGPS_U_0802,-38.60479093910794,3.4237696955808605,15:03:50.97,-54:37:50.92
MMGPS_U_0803,-38.17942350163718,4.160527709165603,15:03:55.75,-53:46:50.24
MMGPS_U_0804,-38.60479093910794,4.897285722750345,14:59:2.59,-53:20:15.65
MMGPS_U_0805,-38.17942350163718,5.634043736335087,14:59:12.58,-52:29:17.57
MMGPS_U_0806,-38.60479093910794,6.370801749919828,14:54:31.25,-52:01:59.49
MMGPS_U_0807,-38.17942350163718,7.107559763504572,14:54:45.64,-51:11:5.06
MMGPS_U_0808,-38.60479093910794,7.844317777089312,14:50:15.36,-50:43:6.59
MMGPS_U_0809,-38.17942350163718,8.581075790674056,14:50:33.44,-49:52:16.69
MMGPS_U_0810,-38.60479093910794,9.317833804258797,14:46:13.48,-49:23:40.6
MMGPS_U_0811,-38.17942350163718,10.054591817843537,14:46:34.64,-48:32:55.94
MMGPS_U_0812,-37.32868862669565,-10.574632562529235,16:19:47.35,-65:06:49.35
MMGPS_U_0813,-37.75405606416641,-9.837874548944493,16:12:3.96,-64:53:6.51
MMGPS_U_0814,-37.32868862669565,-9.10111653535975,16:10:9.72,-64:03:44.89
MMGPS_U_0815,-37.75405606416641,-8.36435852177501,16:02:48.25,-63:48:17.79
MMGPS_U_0816,-37.32868862669565,-7.627600508190268,16:01:14.79,-62:58:27.78
MMGPS_U_0817,-37.75405606416641,-6.890842494605526,15:54:14.19,-62:41:25.58
MMGPS_U_0818,-37.32868862669565,-6.154084481020783,15:52:58.81,-61:51:13.47
MMGPS_U_0819,-37.75405606416641,-5.417326467436042,15:46:17.94,-61:32:44.45
MMGPS_U_0820,-37.32868862669565,-4.6805684538513,15:45:18.24,-60:42:15.48
MMGPS_U_0821,-37.75405606416641,-3.9438104402665575,15:38:55.93,-60:22:27.1
MMGPS_U_0822,-37.32868862669565,-3.207052426681816,15:38:9.81,-59:31:45.61
MMGPS_U_0823,-37.75405606416641,-2.470294413097074,15:32:4.91,-59:10:44.57
MMGPS_U_0824,-37.32868862669565,-1.7335363995123316,15:31:30.51,-58:19:54.16
MMGPS_U_0825,-37.75405606416641,-0.9967783859275894,15:25:41.89,-57:57:46.46
MMGPS_U_0826,-37.32868862669565,-0.2600203723428489,15:25:17.6,-57:06:50.12
MMGPS_U_0827,-37.75405606416641,0.47673764124189333,15:19:44.19,-56:43:41.14
MMGPS_U_0828,-37.32868862669565,1.2134956548266356,15:19:28.6,-55:52:41.33
MMGPS_U_0829,-37.75405606416641,1.9502536684113778,15:14:9.39,-55:28:35.88
MMGPS_U_0830,-37.32868862669565,2.68701168199612,15:14:1.26,-54:37:34.66
MMGPS_U_0831,-37.75405606416641,3.4237696955808605,15:08:55.31,-54:12:37.05
MMGPS_U_0832,-37.32868862669565,4.160527709165603,15:08:53.59,-53:21:36.12
MMGPS_U_0833,-37.75405606416641,4.897285722750345,15:04:0.02,-52:55:50.23
MMGPS_U_0834,-37.32868862669565,5.634043736335087,15:04:3.75,-52:04:51.0
MMGPS_U_0835,-37.75405606416641,6.370801749919828,14:59:21.76,-51:38:20.29
MMGPS_U_0836,-37.32868862669565,7.107559763504572,14:59:30.14,-50:47:23.94
MMGPS_U_0837,-37.75405606416641,7.844317777089312,14:54:58.98,-50:20:11.54
MMGPS_U_0838,-37.32868862669565,8.581075790674056,14:55:11.3,-49:29:19.04
MMGPS_U_0839,-37.75405606416641,9.317833804258797,14:50:50.28,-49:01:27.75
MMGPS_U_0840,-37.32868862669565,10.054591817843537,14:51:5.91,-48:10:39.91
MMGPS_U_0841,-36.47795375175412,-10.574632562529235,16:25:14.23,-64:30:39.04
MMGPS_U_0842,-36.90332118922488,-9.837874548944493,16:17:38.56,-64:17:52.51
MMGPS_U_0843,-36.47795375175412,-9.10111653535975,16:15:38.1,-63:28:45.66
MMGPS_U_0844,-36.90332118922488,-8.36435852177501,16:08:22.9,-63:14:15.04
MMGPS_U_0845,-36.47795375175412,-7.627600508190268,16:06:42.78,-62:24:37.79
MMGPS_U_0846,-36.90332118922488,-6.890842494605526,15:59:47.2,-62:08:31.82
MMGPS_U_0847,-36.47795375175412,-6.154084481020783,15:58:24.91,-61:18:30.53
MMGPS_U_0848,-36.90332118922488,-5.417326467436042,15:51:47.98,-61:00:57.19
MMGPS_U_0849,-36.47795375175412,-4.6805684538513,15:50:41.29,-60:10:37.19
MMGPS_U_0850,-36.90332118922488,-3.9438104402665575,15:44:22.0,-59:51:43.7
MMGPS_U_0851,-36.47795375175412,-3.207052426681816,15:43:28.88,-59:01:9.47
MMGPS_U_0852,-36.90332118922488,-2.470294413097074,15:37:26.23,-58:41:2.37
MMGPS_U_0853,-36.47795375175412,-1.7335363995123316,15:36:44.91,-57:50:17.64
MMGPS_U_0854,-36.90332118922488,-0.9967783859275894,15:30:57.88,-57:29:2.8
MMGPS_U_0855,-36.47795375175412,-0.2600203723428489,15:30:26.8,-56:38:10.71
MMGPS_U_0856,-36.90332118922488,0.47673764124189333,15:24:54.43,-56:15:53.43
MMGPS_U_0857,-36.47795375175412,1.2134956548266356,15:24:32.22,-55:24:56.59
MMGPS_U_0858,-36.90332118922488,1.9502536684113778,15:19:13.58,-55:01:41.64
MMGPS_U_0859,-36.47795375175412,2.68701168199612,15:18:59.04,-54:10:42.24
MMGPS_U_0860,-36.90332118922488,3.4237696955808605,15:13:53.27,-53:46:33.91
MMGPS_U_0861,-36.47795375175412,4.160527709165603,15:13:45.32,-52:55:33.77
MMGPS_U_0862,-36.90332118922488,4.897285722750345,15:08:51.61,-52:30:35.92
MMGPS_U_0863,-36.47795375175412,5.634043736335087,15:08:49.35,-51:39:36.58
MMGPS_U_0864,-36.90332118922488,6.370801749919828,15:04:6.93,-51:13:52.7
MMGPS_U_0865,-36.47795375175412,7.107559763504572,15:04:9.53,-50:22:55.43
